inquiry_id,department,inquiry_type,channel,student_type,quarter,month,day_of_week,time_slot,staff_member,wait_time_min,service_time_min,resolution,escalated,callback_required,satisfaction_score
12655,Admissions,Transfer Credits,Walk-In,Undergraduate,Winter 2025,Feb,Friday,12-2 PM,Staff H,8.7,12.0,Escalated to Department,Yes,No,5.0
12656,Registrar,Transcript Request,Walk-In,Prospective,Winter 2025,Jan,Friday,12-2 PM,Staff E,12.0,19.9,Follow-Up Required,No,Yes,5.0
12657,Admissions,Orientation,Phone,Prospective,Winter 2025,Mar,Thursday,10-12 PM,Staff H,0.9,10.3,Follow-Up Required,No,Yes,4.4
12658,Admissions,Residency,Email,Undergraduate,Fall 2024,Dec,Friday,12-2 PM,Staff H,6.2,14.2,Escalated to Department,Yes,No,3.7
12659,Financial Aid,Loan Questions,Virtual Appointment,Undergraduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff H,5.4,19.6,Follow-Up Required,No,No,4.4
12660,Student Business Services,Account Hold,Phone,Undergraduate,Summer 2025,Aug,Friday,10-12 PM,Staff D,1.4,18.4,Escalated to Department,Yes,No,2.0
12661,Registrar,Grade Change,Walk-In,Undergraduate,Winter 2025,Mar,Thursday,12-2 PM,Staff E,5.1,6.2,Resolved on First Contact,No,No,4.2
12662,Admissions,Transfer Credits,Walk-In,Undergraduate,Winter 2025,Mar,Friday,10-12 PM,Staff D,17.6,18.1,Resolved on First Contact,No,No,5.0
12663,Financial Aid,Work-Study,Email,Undergraduate,Fall 2024,Oct,Thursday,12-2 PM,Staff G,9.0,13.6,Escalated to Department,Yes,No,4.7
12664,Student Business Services,Refund Status,Phone,Graduate,Winter 2025,Mar,Tuesday,10-12 PM,Staff A,13.0,26.6,Escalated to Department,Yes,No,3.2
12665,Student Business Services,Account Hold,Phone,Graduate,Winter 2025,Feb,Thursday,12-2 PM,Staff H,7.6,16.3,Escalated to Department,Yes,No,3.8
12666,Financial Aid,Award Letter,Email,Prospective,Winter 2025,Feb,Tuesday,10-12 PM,Staff A,14.2,12.9,Follow-Up Required,No,Yes,4.3
12667,Financial Aid,Work-Study,Email,Graduate,Spring 2025,Apr,Tuesday,12-2 PM,Staff E,5.6,10.4,Referred to Another Office,No,No,3.7
12668,Student Business Services,Account Hold,Email,Undergraduate,Fall 2024,Sep,Monday,10-12 PM,Staff E,7.8,11.0,Resolved on First Contact,No,No,3.6
12669,Student Business Services,Refund Status,Walk-In,Undergraduate,Fall 2024,Sep,Friday,12-2 PM,Staff E,19.7,22.1,Resolved on First Contact,No,No,3.8
12670,Registrar,Graduation Check,Email,Undergraduate,Spring 2025,Apr,Tuesday,2-4 PM,Staff H,9.1,11.9,Resolved on First Contact,No,No,3.5
12671,Student Business Services,Payment Plan,Email,Undergraduate,Summer 2025,Jul,Wednesday,10-12 PM,Staff A,7.9,12.5,Referred to Another Office,No,No,2.6
12672,Registrar,Grade Change,Walk-In,Parent/Guardian,Fall 2024,Nov,Tuesday,10-12 PM,Staff C,21.9,16.3,Resolved on First Contact,No,No,3.8
12673,Student Business Services,Tuition Payment,Phone,Graduate,Winter 2025,Jan,Friday,12-2 PM,Staff A,13.5,12.8,Escalated to Department,Yes,No,5.0
12674,Financial Aid,Work-Study,Walk-In,Undergraduate,Fall 2024,Dec,Tuesday,12-2 PM,Staff E,13.5,14.4,Resolved on First Contact,No,No,4.5
12675,Admissions,Admission Decision,Virtual Appointment,Undergraduate,Fall 2024,Oct,Thursday,12-2 PM,Staff C,17.7,8.9,Resolved on First Contact,No,No,4.1
12676,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Dec,Friday,12-2 PM,Staff H,18.4,21.9,Follow-Up Required,No,Yes,4.1
12677,Registrar,Transcript Request,Phone,Undergraduate,Fall 2024,Dec,Wednesday,10-12 PM,Staff C,5.0,17.4,Resolved on First Contact,No,No,3.6
12678,Financial Aid,Work-Study,Walk-In,Undergraduate,Spring 2025,May,Tuesday,10-12 PM,Staff B,11.2,13.0,Resolved on First Contact,No,No,3.0
12679,Financial Aid,Work-Study,Email,Undergraduate,Winter 2025,Feb,Thursday,10-12 PM,Staff G,10.4,9.6,Resolved on First Contact,No,No,3.7
12680,Registrar,Add/Drop,Walk-In,Undergraduate,Fall 2024,Oct,Friday,8-10 AM,Staff D,15.4,11.3,Resolved on First Contact,No,No,3.4
12681,Financial Aid,Award Letter,Walk-In,Undergraduate,Fall 2024,Nov,Thursday,12-2 PM,Staff G,32.8,11.9,Resolved on First Contact,No,No,2.4
12682,Admissions,Transfer Credits,Phone,Graduate,Spring 2025,May,Tuesday,8-10 AM,Staff E,0.9,13.2,Resolved on First Contact,No,No,4.2
12683,Financial Aid,FAFSA Status,Virtual Appointment,Graduate,Fall 2024,Oct,Friday,2-4 PM,Staff D,14.3,24.2,Follow-Up Required,No,Yes,4.2
12684,Registrar,Enrollment Verification,Walk-In,Prospective,Spring 2025,Apr,Tuesday,2-4 PM,Staff B,18.9,13.8,Resolved on First Contact,No,No,4.6
12685,Registrar,Graduation Check,Walk-In,Undergraduate,Fall 2024,Dec,Wednesday,2-4 PM,Staff D,18.7,17.1,Resolved on First Contact,No,No,4.5
12686,Financial Aid,Award Letter,Email,Prospective,Winter 2025,Feb,Friday,2-4 PM,Staff E,3.9,6.4,Resolved on First Contact,No,No,5.0
12687,Financial Aid,Loan Questions,Phone,Graduate,Fall 2024,Nov,Monday,10-12 PM,Staff B,7.9,14.5,Resolved on First Contact,No,No,3.9
12688,Registrar,Graduation Check,Virtual Appointment,Undergraduate,Fall 2024,Dec,Thursday,2-4 PM,Staff D,11.1,2.5,Resolved on First Contact,No,No,4.6
12689,Registrar,Add/Drop,Walk-In,Undergraduate,Fall 2024,Dec,Wednesday,8-10 AM,Staff H,13.0,11.7,Escalated to Department,Yes,No,3.2
12690,Registrar,Enrollment Verification,Phone,Undergraduate,Fall 2024,Oct,Friday,8-10 AM,Staff A,21.2,22.9,Follow-Up Required,No,Yes,4.5
12691,Registrar,Grade Change,Walk-In,Undergraduate,Winter 2025,Feb,Monday,12-2 PM,Staff C,5.9,20.9,Referred to Another Office,No,No,3.2
12692,Student Business Services,Account Hold,Walk-In,Undergraduate,Spring 2025,Jun,Wednesday,8-10 AM,Staff G,13.2,16.9,Referred to Another Office,No,No,4.4
12693,Financial Aid,Work-Study,Phone,Prospective,Fall 2024,Sep,Friday,2-4 PM,Staff B,8.2,17.4,Follow-Up Required,No,Yes,4.0
12694,Registrar,Grade Change,Phone,Undergraduate,Fall 2024,Dec,Monday,12-2 PM,Staff A,10.2,14.4,Escalated to Department,Yes,No,4.5
12695,General Inquiry,Department Referral,Email,Undergraduate,Winter 2025,Mar,Monday,12-2 PM,Staff E,10.1,2.1,Follow-Up Required,No,Yes,3.8
12696,Registrar,Grade Change,Walk-In,Undergraduate,Spring 2025,Apr,Friday,10-12 PM,Staff C,6.4,13.2,Follow-Up Required,No,Yes,3.6
12697,Student Business Services,Refund Status,Walk-In,Undergraduate,Summer 2025,Aug,Tuesday,12-2 PM,Staff G,14.7,4.3,Follow-Up Required,No,Yes,3.5
12698,Registrar,Graduation Check,Walk-In,Prospective,Winter 2025,Jan,Friday,8-10 AM,Staff B,9.2,2.0,Resolved on First Contact,No,No,4.2
12699,Admissions,Application Status,Virtual Appointment,Parent/Guardian,Winter 2025,Jan,Monday,2-4 PM,Staff C,10.8,10.3,Resolved on First Contact,No,No,2.8
12700,Admissions,Application Status,Walk-In,Undergraduate,Winter 2025,Jan,Tuesday,8-10 AM,Staff F,13.6,23.9,Follow-Up Required,No,Yes,3.4
12701,Registrar,Graduation Check,Walk-In,Undergraduate,Summer 2025,Aug,Thursday,12-2 PM,Staff H,7.8,20.3,Follow-Up Required,No,Yes,3.3
12702,General Inquiry,Hours/Location,Walk-In,Prospective,Spring 2025,Apr,Thursday,10-12 PM,Staff F,5.9,17.7,Resolved on First Contact,No,No,3.4
12703,Financial Aid,Award Letter,Phone,Undergraduate,Fall 2024,Sep,Wednesday,8-10 AM,Staff B,17.7,17.1,Resolved on First Contact,No,No,3.9
12704,Financial Aid,FAFSA Status,Walk-In,Graduate,Fall 2024,Oct,Wednesday,10-12 PM,Staff B,12.8,24.8,Resolved on First Contact,No,No,3.6
12705,Admissions,Admission Decision,Virtual Appointment,Parent/Guardian,Fall 2024,Nov,Friday,8-10 AM,Staff D,4.7,9.4,Referred to Another Office,No,No,3.7
12706,Admissions,Orientation,Walk-In,Graduate,Winter 2025,Mar,Tuesday,12-2 PM,Staff C,16.9,6.1,Resolved on First Contact,No,No,4.8
12707,Financial Aid,Scholarship Inquiry,Email,Undergraduate,Spring 2025,Jun,Wednesday,10-12 PM,Staff F,2.1,10.1,Follow-Up Required,No,Yes,4.6
12708,Financial Aid,Award Letter,Walk-In,Prospective,Winter 2025,Feb,Monday,10-12 PM,Staff G,15.7,9.0,Referred to Another Office,No,No,5.0
12709,Financial Aid,Scholarship Inquiry,Phone,Parent/Guardian,Fall 2024,Oct,Wednesday,12-2 PM,Staff F,10.7,28.3,Resolved on First Contact,No,No,4.5
12710,Financial Aid,FAFSA Status,Virtual Appointment,Graduate,Spring 2025,Jun,Tuesday,10-12 PM,Staff C,1.7,19.7,Escalated to Department,Yes,No,2.6
12711,Admissions,Admission Decision,Walk-In,Undergraduate,Spring 2025,Apr,Tuesday,10-12 PM,Staff F,5.6,7.6,Escalated to Department,Yes,No,3.2
12712,Registrar,Add/Drop,Virtual Appointment,Parent/Guardian,Fall 2024,Nov,Wednesday,2-4 PM,Staff G,11.2,11.6,Resolved on First Contact,No,No,3.8
12713,Registrar,Transcript Request,Phone,Parent/Guardian,Spring 2025,May,Monday,8-10 AM,Staff A,0.2,11.4,Resolved on First Contact,No,No,3.8
12714,Registrar,Grade Change,Virtual Appointment,Parent/Guardian,Winter 2025,Jan,Monday,8-10 AM,Staff H,3.5,19.2,Resolved on First Contact,No,No,5.0
12715,Financial Aid,Loan Questions,Phone,Undergraduate,Summer 2025,Jul,Thursday,10-12 PM,Staff F,9.7,28.2,Resolved on First Contact,No,No,4.7
12716,Financial Aid,Work-Study,Walk-In,Prospective,Spring 2025,May,Wednesday,10-12 PM,Staff H,11.2,22.4,Referred to Another Office,No,No,3.9
12717,Student Business Services,Refund Status,Walk-In,Graduate,Winter 2025,Jan,Friday,10-12 PM,Staff F,11.2,18.7,Resolved on First Contact,No,No,3.1
12718,General Inquiry,Campus Resources,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,10-12 PM,Staff E,11.2,13.6,Referred to Another Office,No,No,3.7
12719,Admissions,Admission Decision,Walk-In,Undergraduate,Summer 2025,Aug,Monday,12-2 PM,Staff A,12.2,12.6,Resolved on First Contact,No,No,5.0
12720,Financial Aid,Award Letter,Walk-In,Graduate,Winter 2025,Feb,Wednesday,8-10 AM,Staff D,11.7,17.5,Referred to Another Office,No,No,3.1
12721,Admissions,Residency,Walk-In,Prospective,Fall 2024,Dec,Monday,10-12 PM,Staff B,17.2,12.6,Resolved on First Contact,No,No,4.1
12722,Admissions,Residency,Walk-In,Prospective,Spring 2025,May,Thursday,10-12 PM,Staff G,27.5,11.0,Follow-Up Required,No,Yes,4.5
12723,Admissions,Residency,Email,Undergraduate,Fall 2024,Oct,Friday,12-2 PM,Staff F,7.9,5.8,Resolved on First Contact,No,No,3.9
12724,Registrar,Add/Drop,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,2-4 PM,Staff G,10.9,6.7,Resolved on First Contact,No,No,3.9
12725,Registrar,Graduation Check,Walk-In,Undergraduate,Summer 2025,Aug,Thursday,10-12 PM,Staff D,5.3,10.8,Resolved on First Contact,No,No,4.1
12726,Registrar,Grade Change,Phone,Prospective,Spring 2025,May,Tuesday,2-4 PM,Staff D,1.3,5.4,Resolved on First Contact,No,No,4.9
12727,Financial Aid,Work-Study,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,10-12 PM,Staff A,8.9,14.2,Resolved on First Contact,No,No,3.6
12728,Financial Aid,FAFSA Status,Walk-In,Graduate,Fall 2024,Oct,Friday,8-10 AM,Staff G,12.3,16.4,Follow-Up Required,No,No,4.5
12729,Financial Aid,Award Letter,Walk-In,Graduate,Winter 2025,Jan,Monday,8-10 AM,Staff B,15.5,18.3,Resolved on First Contact,No,No,4.0
12730,Registrar,Add/Drop,Virtual Appointment,Parent/Guardian,Fall 2024,Sep,Tuesday,10-12 PM,Staff E,7.4,13.2,Follow-Up Required,No,No,4.0
12731,Student Business Services,Tuition Payment,Email,Undergraduate,Fall 2024,Oct,Wednesday,10-12 PM,Staff D,14.4,13.5,Follow-Up Required,No,No,3.5
12732,Registrar,Graduation Check,Walk-In,Graduate,Spring 2025,Jun,Thursday,8-10 AM,Staff E,9.1,14.0,Escalated to Department,Yes,No,2.4
12733,Financial Aid,FAFSA Status,Phone,Parent/Guardian,Fall 2024,Dec,Tuesday,10-12 PM,Staff B,30.5,26.0,Escalated to Department,Yes,No,1.3
12734,General Inquiry,Campus Resources,Phone,Graduate,Winter 2025,Feb,Friday,10-12 PM,Staff B,6.7,20.3,Escalated to Department,Yes,No,3.7
12735,General Inquiry,General Question,Phone,Undergraduate,Winter 2025,Mar,Monday,8-10 AM,Staff H,11.8,10.1,Resolved on First Contact,No,No,2.8
12736,Admissions,Orientation,Phone,Undergraduate,Summer 2025,Jul,Tuesday,10-12 PM,Staff A,15.8,16.6,Resolved on First Contact,No,No,4.9
12737,General Inquiry,Department Referral,Phone,Prospective,Winter 2025,Mar,Thursday,2-4 PM,Staff G,17.6,11.1,Resolved on First Contact,No,No,4.4
12738,Registrar,Add/Drop,Walk-In,Undergraduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff C,14.8,3.6,Resolved on First Contact,No,No,5.0
12739,General Inquiry,Campus Resources,Walk-In,Graduate,Fall 2024,Oct,Thursday,12-2 PM,Staff G,13.0,15.3,Resolved on First Contact,No,No,3.8
12740,Financial Aid,Scholarship Inquiry,Phone,Graduate,Winter 2025,Mar,Monday,12-2 PM,Staff F,6.6,14.4,Resolved on First Contact,No,No,5.0
12741,Registrar,Grade Change,Email,Parent/Guardian,Winter 2025,Feb,Monday,10-12 PM,Staff A,4.1,4.6,Resolved on First Contact,No,No,4.4
12742,Financial Aid,Award Letter,Phone,Undergraduate,Winter 2025,Mar,Monday,10-12 PM,Staff G,2.2,14.1,Resolved on First Contact,No,No,5.0
12743,Financial Aid,Scholarship Inquiry,Email,Graduate,Winter 2025,Jan,Friday,10-12 PM,Staff E,6.1,9.2,Follow-Up Required,No,Yes,4.2
12744,Financial Aid,Award Letter,Virtual Appointment,Undergraduate,Fall 2024,Nov,Wednesday,12-2 PM,Staff H,6.1,26.2,Resolved on First Contact,No,No,2.8
12745,Student Business Services,1098-T,Walk-In,Undergraduate,Winter 2025,Mar,Thursday,10-12 PM,Staff G,7.5,9.0,Resolved on First Contact,No,No,5.0
12746,Admissions,Admission Decision,Phone,Undergraduate,Winter 2025,Mar,Tuesday,10-12 PM,Staff A,0.8,11.2,Resolved on First Contact,No,No,5.0
12747,Student Business Services,Account Hold,Phone,Prospective,Fall 2024,Nov,Wednesday,8-10 AM,Staff B,8.4,6.6,Resolved on First Contact,No,No,4.6
12748,Financial Aid,Loan Questions,Virtual Appointment,Prospective,Fall 2024,Sep,Wednesday,2-4 PM,Staff H,9.1,13.3,Resolved on First Contact,No,No,5.0
12749,Admissions,Orientation,Virtual Appointment,Undergraduate,Fall 2024,Sep,Friday,10-12 PM,Staff D,11.8,5.4,Resolved on First Contact,No,No,4.5
12750,Student Business Services,Account Hold,Phone,Undergraduate,Fall 2024,Sep,Thursday,12-2 PM,Staff H,19.6,17.6,Resolved on First Contact,No,No,5.0
12751,Registrar,Graduation Check,Walk-In,Graduate,Spring 2025,Jun,Thursday,10-12 PM,Staff H,9.8,4.4,Resolved on First Contact,No,No,4.4
12752,Student Business Services,Account Hold,Email,Graduate,Fall 2024,Dec,Monday,2-4 PM,Staff F,28.7,18.2,Resolved on First Contact,No,No,3.1
12753,Financial Aid,Loan Questions,Walk-In,Graduate,Fall 2024,Dec,Wednesday,10-12 PM,Staff F,10.3,10.4,Resolved on First Contact,No,No,4.2
12754,Registrar,Graduation Check,Email,Parent/Guardian,Fall 2024,Sep,Wednesday,10-12 PM,Staff C,22.2,2.8,Resolved on First Contact,No,No,3.5
12755,General Inquiry,General Question,Virtual Appointment,Prospective,Summer 2025,Aug,Friday,2-4 PM,Staff B,2.3,15.4,Escalated to Department,Yes,No,4.3
12756,Financial Aid,Work-Study,Walk-In,Undergraduate,Summer 2025,Aug,Tuesday,12-2 PM,Staff F,26.7,26.4,Resolved on First Contact,No,No,3.1
12757,Registrar,Graduation Check,Phone,Undergraduate,Fall 2024,Dec,Tuesday,8-10 AM,Staff H,6.1,9.8,Follow-Up Required,No,Yes,3.9
12758,Admissions,Admission Decision,Walk-In,Graduate,Fall 2024,Dec,Tuesday,8-10 AM,Staff F,20.0,15.0,Follow-Up Required,No,Yes,2.7
12759,Student Business Services,1098-T,Walk-In,Prospective,Fall 2024,Dec,Tuesday,12-2 PM,Staff D,9.5,9.8,Resolved on First Contact,No,No,4.9
12760,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Winter 2025,Feb,Monday,2-4 PM,Staff E,12.9,14.4,Referred to Another Office,No,No,2.8
12761,Financial Aid,FAFSA Status,Email,Graduate,Fall 2024,Sep,Friday,10-12 PM,Staff E,9.0,12.5,Resolved on First Contact,No,No,4.8
12762,Financial Aid,Work-Study,Virtual Appointment,Undergraduate,Spring 2025,Jun,Wednesday,12-2 PM,Staff E,8.9,12.9,Resolved on First Contact,No,No,4.4
12763,Student Business Services,Account Hold,Virtual Appointment,Parent/Guardian,Winter 2025,Feb,Friday,12-2 PM,Staff A,8.1,20.7,Resolved on First Contact,No,No,5.0
12764,Registrar,Add/Drop,Walk-In,Prospective,Summer 2025,Jul,Friday,10-12 PM,Staff E,25.6,16.0,Escalated to Department,Yes,No,3.0
12765,Financial Aid,FAFSA Status,Email,Undergraduate,Fall 2024,Oct,Tuesday,12-2 PM,Staff E,11.9,10.3,Referred to Another Office,No,No,4.5
12766,General Inquiry,Campus Resources,Email,Undergraduate,Spring 2025,Jun,Wednesday,8-10 AM,Staff A,4.2,2.0,Escalated to Department,Yes,No,3.9
12767,Registrar,Graduation Check,Walk-In,Undergraduate,Spring 2025,Jun,Monday,2-4 PM,Staff H,6.7,8.4,Resolved on First Contact,No,No,4.6
12768,Financial Aid,Loan Questions,Walk-In,Prospective,Fall 2024,Oct,Friday,12-2 PM,Staff H,17.6,23.3,Referred to Another Office,No,No,2.4
12769,Registrar,Enrollment Verification,Walk-In,Prospective,Winter 2025,Jan,Tuesday,12-2 PM,Staff H,9.0,11.4,Resolved on First Contact,No,No,3.8
12770,Student Business Services,Tuition Payment,Virtual Appointment,Graduate,Fall 2024,Dec,Tuesday,10-12 PM,Staff D,18.1,20.1,Follow-Up Required,No,No,3.7
12771,Financial Aid,Loan Questions,Phone,Undergraduate,Fall 2024,Oct,Tuesday,8-10 AM,Staff B,6.3,25.3,Referred to Another Office,No,No,4.9
12772,Financial Aid,FAFSA Status,Email,Undergraduate,Fall 2024,Oct,Wednesday,10-12 PM,Staff F,9.9,16.0,Escalated to Department,Yes,No,3.8
12773,Admissions,Admission Decision,Walk-In,Undergraduate,Winter 2025,Feb,Tuesday,12-2 PM,Staff C,12.2,17.7,Resolved on First Contact,No,No,2.9
12774,Registrar,Grade Change,Email,Undergraduate,Winter 2025,Feb,Tuesday,12-2 PM,Staff F,3.6,5.2,Follow-Up Required,No,Yes,4.5
12775,Registrar,Transcript Request,Walk-In,Undergraduate,Summer 2025,Aug,Thursday,10-12 PM,Staff H,13.7,17.8,Resolved on First Contact,No,No,3.6
12776,Registrar,Enrollment Verification,Walk-In,Undergraduate,Fall 2024,Oct,Friday,12-2 PM,Staff H,11.3,10.9,Resolved on First Contact,No,No,3.7
12777,Financial Aid,Award Letter,Phone,Undergraduate,Summer 2025,Jul,Tuesday,2-4 PM,Staff E,0.3,13.2,Follow-Up Required,No,Yes,4.1
12778,Financial Aid,Award Letter,Walk-In,Graduate,Fall 2024,Dec,Wednesday,8-10 AM,Staff E,34.6,27.6,Resolved on First Contact,No,No,4.1
12779,Registrar,Add/Drop,Email,Prospective,Spring 2025,Jun,Friday,10-12 PM,Staff G,3.1,7.9,Resolved on First Contact,No,No,4.0
12780,Financial Aid,Loan Questions,Walk-In,Undergraduate,Fall 2024,Sep,Monday,12-2 PM,Staff F,22.0,13.4,Follow-Up Required,No,Yes,2.0
12781,Financial Aid,FAFSA Status,Phone,Graduate,Fall 2024,Dec,Friday,10-12 PM,Staff H,9.7,19.1,Follow-Up Required,No,Yes,3.7
12782,Admissions,Residency,Walk-In,Undergraduate,Summer 2025,Jul,Monday,12-2 PM,Staff F,13.8,6.6,Resolved on First Contact,No,No,4.1
12783,General Inquiry,Campus Resources,Phone,Undergraduate,Fall 2024,Oct,Thursday,10-12 PM,Staff G,4.9,5.7,Resolved on First Contact,No,No,5.0
12784,Admissions,Residency,Walk-In,Parent/Guardian,Spring 2025,Apr,Wednesday,2-4 PM,Staff E,10.9,11.0,Escalated to Department,Yes,No,3.5
12785,Admissions,Orientation,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,8-10 AM,Staff H,12.0,4.8,Resolved on First Contact,No,No,5.0
12786,Financial Aid,Award Letter,Virtual Appointment,Undergraduate,Winter 2025,Feb,Friday,10-12 PM,Staff A,4.8,14.6,Follow-Up Required,No,No,5.0
12787,General Inquiry,Campus Resources,Walk-In,Undergraduate,Winter 2025,Mar,Monday,8-10 AM,Staff H,32.1,5.4,Referred to Another Office,No,No,2.5
12788,Financial Aid,Award Letter,Email,Undergraduate,Spring 2025,Jun,Tuesday,8-10 AM,Staff A,1.2,17.9,Resolved on First Contact,No,No,5.0
12789,General Inquiry,General Question,Virtual Appointment,Graduate,Fall 2024,Sep,Wednesday,10-12 PM,Staff A,18.2,20.4,Resolved on First Contact,No,No,5.0
12790,General Inquiry,Campus Resources,Walk-In,Undergraduate,Spring 2025,Jun,Thursday,8-10 AM,Staff C,8.2,5.1,Resolved on First Contact,No,No,2.5
12791,Student Business Services,Payment Plan,Walk-In,Undergraduate,Summer 2025,Jul,Monday,2-4 PM,Staff B,7.7,25.7,Follow-Up Required,No,Yes,3.6
12792,General Inquiry,Hours/Location,Phone,Prospective,Fall 2024,Sep,Thursday,2-4 PM,Staff E,9.5,15.8,Escalated to Department,Yes,No,4.1
12793,Student Business Services,Payment Plan,Virtual Appointment,Undergraduate,Fall 2024,Oct,Tuesday,10-12 PM,Staff D,7.4,16.2,Follow-Up Required,No,Yes,4.1
12794,Financial Aid,Loan Questions,Virtual Appointment,Undergraduate,Spring 2025,Apr,Monday,12-2 PM,Staff F,3.5,9.4,Resolved on First Contact,No,No,5.0
12795,Registrar,Grade Change,Phone,Parent/Guardian,Winter 2025,Jan,Thursday,10-12 PM,Staff F,5.5,3.8,Resolved on First Contact,No,No,4.8
12796,Student Business Services,Tuition Payment,Email,Undergraduate,Winter 2025,Jan,Monday,2-4 PM,Staff E,11.8,10.8,Resolved on First Contact,No,No,3.2
12797,Financial Aid,Scholarship Inquiry,Walk-In,Prospective,Fall 2024,Dec,Wednesday,12-2 PM,Staff E,9.4,16.1,Follow-Up Required,No,Yes,4.4
12798,Student Business Services,Tuition Payment,Virtual Appointment,Parent/Guardian,Winter 2025,Feb,Monday,8-10 AM,Staff E,3.2,13.5,Follow-Up Required,No,No,3.2
12799,General Inquiry,General Question,Virtual Appointment,Undergraduate,Fall 2024,Dec,Tuesday,12-2 PM,Staff F,6.6,12.2,Resolved on First Contact,No,No,3.9
12800,Financial Aid,Award Letter,Walk-In,Undergraduate,Winter 2025,Feb,Wednesday,12-2 PM,Staff G,16.1,13.4,Escalated to Department,Yes,No,4.4
12801,Admissions,Residency,Walk-In,Undergraduate,Spring 2025,May,Wednesday,10-12 PM,Staff E,6.3,10.9,Follow-Up Required,No,Yes,4.6
12802,General Inquiry,Hours/Location,Walk-In,Prospective,Fall 2024,Oct,Tuesday,2-4 PM,Staff F,31.6,12.0,Escalated to Department,Yes,No,3.1
12803,General Inquiry,Complaint,Walk-In,Undergraduate,Winter 2025,Jan,Wednesday,2-4 PM,Staff B,9.5,24.9,Resolved on First Contact,No,No,3.7
12804,General Inquiry,Department Referral,Email,Prospective,Summer 2025,Aug,Tuesday,10-12 PM,Staff D,3.7,2.0,Resolved on First Contact,No,No,4.4
12805,Registrar,Graduation Check,Walk-In,Parent/Guardian,Spring 2025,Jun,Wednesday,12-2 PM,Staff A,6.8,13.9,Resolved on First Contact,No,No,4.2
12806,General Inquiry,General Question,Walk-In,Prospective,Spring 2025,Apr,Friday,2-4 PM,Staff G,7.7,12.4,Follow-Up Required,No,No,3.3
12807,Admissions,Admission Decision,Walk-In,Parent/Guardian,Winter 2025,Feb,Friday,10-12 PM,Staff D,16.5,12.1,Escalated to Department,Yes,No,4.4
12808,Financial Aid,Work-Study,Virtual Appointment,Graduate,Spring 2025,Jun,Monday,10-12 PM,Staff E,5.2,18.8,Follow-Up Required,No,No,3.5
12809,Registrar,Grade Change,Phone,Parent/Guardian,Fall 2024,Sep,Monday,8-10 AM,Staff D,8.4,21.9,Resolved on First Contact,No,No,4.1
12810,Student Business Services,Tuition Payment,Walk-In,Undergraduate,Fall 2024,Nov,Friday,2-4 PM,Staff E,9.4,16.7,Follow-Up Required,No,No,3.6
12811,Financial Aid,Loan Questions,Walk-In,Graduate,Fall 2024,Oct,Wednesday,12-2 PM,Staff D,11.1,9.5,Resolved on First Contact,No,No,4.9
12812,Student Business Services,Refund Status,Virtual Appointment,Graduate,Winter 2025,Mar,Wednesday,8-10 AM,Staff C,23.3,16.8,Escalated to Department,Yes,No,3.3
12813,Student Business Services,1098-T,Email,Undergraduate,Spring 2025,Jun,Thursday,2-4 PM,Staff H,14.9,10.2,Resolved on First Contact,No,No,4.5
12814,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Fall 2024,Oct,Tuesday,12-2 PM,Staff D,13.6,13.9,Resolved on First Contact,No,No,3.5
12815,Student Business Services,1098-T,Walk-In,Graduate,Spring 2025,Jun,Wednesday,2-4 PM,Staff H,10.3,15.9,Resolved on First Contact,No,No,4.5
12816,Admissions,Transfer Credits,Walk-In,Undergraduate,Spring 2025,Apr,Friday,8-10 AM,Staff A,23.4,11.4,Resolved on First Contact,No,No,4.5
12817,Registrar,Transcript Request,Walk-In,Undergraduate,Winter 2025,Mar,Thursday,10-12 PM,Staff A,12.2,10.9,Resolved on First Contact,No,No,4.0
12818,Financial Aid,FAFSA Status,Phone,Undergraduate,Winter 2025,Jan,Monday,12-2 PM,Staff G,20.0,16.5,Resolved on First Contact,No,No,4.4
12819,Financial Aid,Award Letter,Virtual Appointment,Parent/Guardian,Winter 2025,Mar,Monday,10-12 PM,Staff D,5.4,11.1,Resolved on First Contact,No,No,5.0
12820,Registrar,Enrollment Verification,Phone,Undergraduate,Fall 2024,Dec,Monday,12-2 PM,Staff F,5.8,15.6,Resolved on First Contact,No,No,3.7
12821,General Inquiry,Hours/Location,Email,Prospective,Fall 2024,Dec,Thursday,2-4 PM,Staff H,14.4,7.3,Escalated to Department,Yes,No,2.9
12822,Financial Aid,Scholarship Inquiry,Walk-In,Undergraduate,Summer 2025,Aug,Tuesday,10-12 PM,Staff F,11.0,18.3,Resolved on First Contact,No,No,4.2
12823,Student Business Services,Payment Plan,Email,Undergraduate,Fall 2024,Nov,Monday,2-4 PM,Staff F,12.8,6.7,Referred to Another Office,No,No,4.4
